,FUND_ID,DATE_SCD,MAT_DATE,LONG_CUR_SCD,SHORT_CUR_SCD,MKT_RATE_SCD,CONTRACT_RATE,SPOT_RATE_SCD,NOTIONAL_SCD,SEC_TYPE_SCD,NAV_AGENT_SCD,DATE_RBC,LONG_CUR_RBC,SHORT_CUR_RBC,MKT_RATE_RBC,SPOT_RATE_RBC,NOTIONAL_RBC,SEC_TYPE_RBC,NAV_AGENT_RBC
50,619,2020-06-02,2020-07-17,CAD,USD,0.7413463384615316,0.7236256534581972,0.7414272470792221,-3380222.1,FX Forward,RBC,,,,,,,,
51,7736,2020-06-02,2020-06-15,CAD,USD,0.7413741534143016,0.7148070124822352,0.7414272473600313,-7375000.0,FX Forward,RBC,2020-06-02,CAD,USD,0.7414272474513439,0.7415584278603212,-7375000.0,FX Forward,RBC
52,7736,2020-06-02,2020-06-15,USD,CAD,0.7413745702456384,0.7243143640230157,0.7414272461522593,2100000.0,FX Forward,RBC,2020-06-02,USD,CAD,0.7414272474513439,0.7415584524089609,2100000.0,FX Forward,RBC
53,7736,2020-06-02,2020-06-15,USD,CAD,0.7413752642305715,0.7399536493034076,0.7414272478571033,1050000.0,FX Forward,RBC,,,,,,,,
54,4048,2020-06-02,2020-06-17,CAD,USD,0.7413693761702776,0.7271801771508258,0.7414272473937022,-21101240.23,FX Forward,RBC,,,,,,,,
55,4048,2020-06-02,2020-06-17,CAD,USD,0.7413693882079381,0.7273944004725139,0.7414272474267383,-44684440.58,FX Forward,RBC,,,,,,,,
56,4048,2020-06-02,2020-06-17,CAD,USD,0.7413694036791341,0.7276749330643536,0.7414272473884485,-36492140.5,FX Forward,RBC,,,,,,,,
57,4048,2020-06-02,2020-06-17,CAD,USD,0.7413694159411898,0.7278973955742727,0.7414272473937022,-42202480.47,FX Forward,RBC,,,,,,,,
58,4048,2020-06-02,2020-06-17,CAD,USD,0.7413693610227918,0.7269026677162717,0.7414272474612541,-40911128.53,FX Forward,RBC,,,,,,,,
59,4048,2020-06-02,2020-06-17,CAD,USD,0.7413693748638526,0.727153738493092,0.7414272474187801,-45792622.03,FX Forward,RBC,,,,,,,,
60,4048,2020-06-02,2020-06-17,CAD,USD,0.7413693946351932,0.727510821723956,0.7414272473937022,-42202480.47,FX Forward,RBC,,,,,,,,
61,4048,2020-06-02,2020-06-17,CAD,USD,0.7413693760379167,0.7271801769672815,0.7414272474863016,-10418467.19,FX Forward,RBC,,,,,,,,
62,4048,2020-06-02,2020-06-17,CAD,HKD,5.747166505848374,5.65333199891638,5.746431879324266,-132646000.0,FX Forward,RBC,,,,,,,,
63,4048,2020-06-02,2020-06-17,CAD,EUR,0.6627781507399522,0.6426739348804208,0.6629946244563241,-16470000.0,FX Forward,RBC,,,,,,,,
64,4048,2020-06-02,2020-06-17,CAD,NZD,1.164869191846304,1.1564490539742083,1.1647584799735478,-14792000.0,FX Forward,RBC,,,,,,,,
65,4048,2020-06-02,2020-06-17,USD,CAD,0.7413692020080259,0.7240264563484836,0.7414272474146648,4871102.42,FX Forward,RBC,,,,,,,,
66,4048,2020-06-02,2020-06-17,USD,CAD,0.741369146042634,0.7229957472384386,0.74142724649356,2482445.54,FX Forward,RBC,,,,,,,,
67,4048,2020-06-02,2020-06-17,USD,CAD,0.741369155060544,0.7231661956418529,0.7414272479869831,4964891.08,FX Forward,RBC,,,,,,,,
68,4048,2020-06-02,2020-06-17,USD,CAD,0.7413691288351266,0.7227000069530651,0.7414272479869831,4964891.08,FX Forward,RBC,,,,,,,,
69,4048,2020-06-02,2020-06-17,USD,CAD,0.7413691062733545,0.7222704139817376,0.7414272478312974,3725699.17,FX Forward,RBC,,,,,,,,
70,4048,2020-06-02,2020-06-17,USD,CAD,0.741369127446777,0.7226615163335786,0.7414272478029543,4670970.71,FX Forward,RBC,,,,,,,,
71,4048,2020-06-02,2020-06-17,NZD,CAD,1.1648741774564273,1.1782171218512147,1.1647584806421678,1410000.0,FX Forward,RBC,,,,,,,,
72,4048,2020-06-02,2020-06-17,EUR,CAD,0.6627776719012884,0.6450630742674018,0.6629946248784555,2130000.0,FX Forward,RBC,,,,,,,,
73,4048,2020-06-02,2020-06-17,CAD,USD,0.7413689540152147,0.7195409330478859,0.7414272477175484,-9654442.93,FX Forward,RBC,,,,,,,,
74,4048,2020-06-02,2020-06-17,CAD,USD,0.7413689686051221,0.7198128485776792,0.7414272472298525,-9897035.68,FX Forward,RBC,,,,,,,,
75,4048,2020-06-02,2020-06-17,CAD,USD,0.7413689480219123,0.7194213552615052,0.7414272476292412,-6798521.39,FX Forward,RBC,,,,,,,,
76,4048,2020-06-02,2020-06-17,CAD,EUR,0.662778572714156,0.6405686199525594,0.6629946234871349,-1140000.0,FX Forward,RBC,,,,,,,,
77,4048,2020-06-02,2020-06-17,USD,CAD,0.7413683543947266,0.7087021538299001,0.7414272474392611,13080683.97,FX Forward,RBC,,,,,,,,
78,4048,2020-06-02,2020-06-17,USD,CAD,0.741368318904171,0.7080548319652548,0.7414272475755769,10786200.51,FX Forward,RBC,,,,,,,,
79,4048,2020-06-02,2020-06-17,USD,CAD,0.741368266765161,0.7071185625939352,0.7414272475072019,7996467.54,FX Forward,RBC,,,,,,,,
80,4048,2020-06-02,2020-06-17,USD,CAD,0.7413683232322418,0.7081385667431686,0.7414272477654317,2406647.98,FX Forward,RBC,,,,,,,,
81,4048,2020-06-02,2020-06-17,HKD,CAD,5.747127232233692,5.504850992064905,5.746431875255542,16650000.0,FX Forward,RBC,,,,,,,,
82,4048,2020-06-02,2020-06-17,EUR,CAD,0.6627797741361534,0.6345737346123802,0.6629946250485108,1360000.0,FX Forward,RBC,,,,,,,,
83,4048,2020-06-02,2020-06-17,CAD,NZD,1.164886648327857,1.232648925561564,1.1647584842630214,-1310000.0,FX Forward,RBC,,,,,,,,
84,4048,2020-06-02,2020-06-17,CAD,EUR,0.6627779163966562,0.6438199010148123,0.6629946233167782,-1790000.0,FX Forward,RBC,,,,,,,,
85,4048,2020-06-02,2020-06-17,CAD,EUR,0.6627781218053507,0.6428222467923169,0.662994624850777,-4780000.0,FX Forward,RBC,,,,,,,,
86,4048,2020-06-02,2020-06-17,CAD,HKD,5.747127097543004,5.5042921030283845,5.746431874589684,-34910000.0,FX Forward,RBC,,,,,,,,
87,4048,2020-06-02,2020-06-17,NZD,CAD,1.1648770495497687,1.1907611224089376,1.1647584802918471,14692000.0,FX Forward,RBC,,,,,,,,
88,4048,2020-06-02,2020-06-17,CAD,USD,0.7413684194803769,0.7098778796952854,0.7414272473365077,-23158128.08,FX Forward,RBC,,,,,,,,
89,4048,2020-06-02,2020-06-17,CAD,USD,0.7413684547642645,0.7105136985378062,0.7414272474224063,-21847290.64,FX Forward,RBC,,,,,,,,
90,4048,2020-06-02,2020-06-17,CAD,USD,0.7413685135494745,0.7115776530584033,0.7414272474224063,-21847290.64,FX Forward,RBC,,,,,,,,
91,4048,2020-06-02,2020-06-17,CAD,USD,0.7413683838769727,0.7092324332022554,0.7414272474224063,-10923645.32,FX Forward,RBC,,,,,,,,
92,4048,2020-06-02,2020-06-17,CAD,USD,0.7413684020407831,0.709559037636675,0.7414272474224063,-10923645.32,FX Forward,RBC,,,,,,,,
93,4048,2020-06-02,2020-06-17,USD,CAD,0.7413680679754332,0.7035193555762703,0.7414272475528929,20910000.0,FX Forward,RBC,,,,,,,,
94,4048,2020-06-02,2020-06-17,EUR,CAD,0.6627774923535514,0.645968251193634,0.6629946243958494,1260000.0,FX Forward,RBC,,,,,,,,
95,4048,2020-06-02,2020-06-17,HKD,CAD,5.747125528521154,5.498357799877061,5.746431873751946,26810000.0,FX Forward,RBC,,,,,,,,
96,4048,2020-06-02,2020-06-17,CAD,EUR,0.6627753691168905,0.6565501049495343,0.6629946239743519,-1440000.0,FX Forward,RBC,,,,,,,,
97,4048,2020-06-02,2020-06-17,CAD,USD,0.7413685936234499,0.7130236618586405,0.7414272473497573,-4667500.0,FX Forward,RBC,,,,,,,,
98,4048,2020-06-02,2020-06-17,CAD,USD,0.7413685827031559,0.712825948722972,0.7414272476254283,-9631654.97,FX Forward,RBC,,,,,,,,
99,4048,2020-06-02,2020-06-17,CAD,USD,0.7413685263997536,0.7118235823716806,0.7414272476195685,-4370845.03,FX Forward,RBC,,,,,,,,
100,4048,2020-06-02,2020-06-17,CAD,EUR,0.6627741745235194,0.662512273039858,0.662994624067695,-970000.0,FX Forward,RBC,,,,,,,,
101,4048,2020-06-02,2020-06-17,CAD,HKD,5.747150053655534,5.591134991274845,5.746431880013519,-6370000.0,FX Forward,RBC,,,,,,,,
102,4048,2020-06-02,2020-06-17,CAD,USD,0.7413690348449256,0.7210091242263765,0.7414272473569524,-8299339.28,FX Forward,RBC,,,,,,,,
103,4048,2020-06-02,2020-06-17,CAD,USD,0.7413690670040952,0.721579762093167,0.741427247587963,-8299339.29,FX Forward,RBC,,,,,,,,
104,4048,2020-06-02,2020-06-17,CAD,USD,0.7413690478030249,0.7212254486509464,0.7414272476083626,-7921321.43,FX Forward,RBC,,,,,,,,
105,4048,2020-06-02,2020-06-17,EUR,CAD,0.6627748528935673,0.6591136634921556,0.6629946233707329,1350000.0,FX Forward,RBC,,,,,,,,
106,4048,2020-06-02,2020-06-17,EUR,CAD,0.6627754775578841,0.6560067743223472,0.6629946237817076,2350000.0,FX Forward,RBC,,,,,,,,
107,4048,2020-06-02,2020-06-17,USD,CAD,0.7413683899358142,0.7093405969810465,0.7414272475455541,24800000.0,FX Forward,RBC,,,,,,,,
108,4048,2020-06-02,2020-06-17,CAD,EUR,0.6627753059326082,0.6568731688371711,0.6629946242531096,-2230000.0,FX Forward,RBC,,,,,,,,
109,4048,2020-06-02,2020-06-17,EUR,CAD,0.6627752188370659,0.6573187616565428,0.6629946254146516,2280000.0,FX Forward,RBC,,,,,,,,
110,4048,2020-06-02,2020-06-17,CAD,EUR,0.6627753454300847,0.6566646566723274,0.6629946253580413,-1130000.0,FX Forward,RBC,,,,,,,,
111,4048,2020-06-02,2020-06-17,CAD,HKD,5.747146697966757,5.578428301396905,5.746431874425583,-44020000.0,FX Forward,RBC,,,,,,,,
112,4048,2020-06-02,2020-06-17,CAD,EUR,0.6627751430502068,0.6576866136439719,0.6629946239128471,-1670000.0,FX Forward,RBC,,,,,,,,
113,4048,2020-06-02,2020-06-17,USD,CAD,0.7413691777611483,0.7235890014605378,0.7414272474424014,39190790.5,FX Forward,RBC,,,,,,,,
114,4048,2020-06-02,2020-07-17,CAD,USD,0.7413463367966663,0.7236177995175318,0.7414272474857195,-39190790.5,FX Forward,RBC,,,,,,,,
115,4048,2020-06-02,2020-07-17,CAD,USD,0.7413467675120218,0.7250343485012655,0.7414272474467464,-35882106.58,FX Forward,RBC,,,,,,,,
116,4048,2020-06-02,2020-06-17,USD,CAD,0.7413692559919347,0.7250054374791683,0.7414272474980724,35882106.58,FX Forward,RBC,,,,,,,,
117,4048,2020-06-02,2020-06-17,USD,CAD,0.7413691776987591,0.7235890014207983,0.7414272474417265,53589270.15,FX Forward,RBC,,,,,,,,
118,4048,2020-06-02,2020-07-17,CAD,USD,0.7413463367115597,0.7236177995256365,0.7414272474287696,-53589270.15,FX Forward,RBC,,,,,,,,
119,4048,2020-06-02,2020-07-17,CAD,USD,0.7413465293679677,0.7242508892534519,0.7414272474081379,-35635609.63,FX Forward,RBC,,,,,,,,
120,4048,2020-06-02,2020-06-17,USD,CAD,0.7413692123930489,0.7242178446850702,0.741427247377295,35635609.63,FX Forward,RBC,,,,,,,,
121,4048,2020-06-02,2020-07-17,CAD,USD,0.7413464975015414,0.7241470452887392,0.7414272474001354,-34227764.63,FX Forward,RBC,,,,,,,,
122,4048,2020-06-02,2020-06-17,USD,CAD,0.7413692068997351,0.7241129616837492,0.7414272474776443,34227764.63,FX Forward,RBC,,,,,,,,
123,4048,2020-06-02,2020-07-17,CAD,USD,0.7413463367442733,0.723617799506497,0.7414272474893576,-20251427.4,FX Forward,RBC,,,,,,,,
124,4048,2020-06-02,2020-06-17,USD,CAD,0.7413691776675739,0.723589001364445,0.7414272474808651,20251427.4,FX Forward,RBC,,,,,,,,
125,4048,2020-06-02,2020-06-17,USD,CAD,0.741369185061594,0.72371992042815,0.7414272474586708,55334886.14,FX Forward,RBC,,,,,,,,
126,4048,2020-06-02,2020-07-17,CAD,USD,0.7413463773644904,0.7237513479942371,0.741427247494323,-55334886.14,FX Forward,RBC,,,,,,,,
127,4048,2020-06-02,2020-06-17,USD,CAD,0.741369177725567,0.7235890014044095,0.7414272474586708,55334886.14,FX Forward,RBC,,,,,,,,
128,4048,2020-06-02,2020-07-17,CAD,USD,0.7413463391488743,0.723625654009334,0.741427247494323,-55334886.14,FX Forward,RBC,,,,,,,,
129,4048,2020-06-02,2020-07-17,CAD,USD,0.7413463398214237,0.7236256543496526,0.7414272475088026,-6938258.83,FX Forward,RBC,,,,,,,,
130,4048,2020-06-02,2020-06-17,USD,CAD,0.7413691774726386,0.7235890016780945,0.7414272476137732,6938258.83,FX Forward,RBC,,,,,,,,
131,4048,2020-06-02,2020-07-17,CAD,USD,0.741347555814217,0.7276272802019893,0.7414272474498813,-18800000.0,FX Forward,RBC,,,,,,,,
132,4048,2020-06-02,2020-06-17,EUR,CAD,0.6627747617826752,0.6595820076688004,0.6629946242762405,1240000.0,FX Forward,RBC,,,,,,,,
133,4048,2020-06-02,2020-06-17,HKD,CAD,5.747163444564387,5.641616310325025,5.746431893328186,8320000.0,FX Forward,RBC,,,,,,,,
134,4048,2020-06-02,2020-06-17,CAD,CHF,0.7119305446263884,0.6993865002070081,0.7122150137072156,-5130000.0,FX Forward,RBC,,,,,,,,
135,4048,2020-06-02,2020-06-17,CAD,EUR,0.6627759939448729,0.6534324808217566,0.6629946234768638,-910000.0,FX Forward,RBC,,,,,,,,
136,4048,2020-06-02,2020-06-17,CAD,HKD,5.747186434323426,5.728555014582058,5.746431888865749,-9430000.0,FX Forward,RBC,,,,,,,,
137,4048,2020-06-02,2020-06-17,CAD,EUR,0.6627742701092346,0.6620449296751401,0.6629946251267157,-1650000.0,FX Forward,RBC,,,,,,,,
138,825,2020-06-02,2020-06-17,CAD,USD,0.7413693344832408,0.727180188194223,0.7414272501260292,-79645.29,FX Forward,RBC,2020-06-02,CAD,USD,0.7414272474513439,0.7415770383413509,-79645.29,FX Forward,RBC
139,825,2020-06-02,2020-06-17,CAD,USD,0.7413694128626007,0.7276749333171194,0.741427254328074,-305781.05,FX Forward,RBC,2020-06-02,CAD,USD,0.7414272474513439,0.7415765085418747,-305781.05,FX Forward,RBC
140,825,2020-06-02,2020-06-17,CAD,USD,0.7413694247033569,0.7278973901075049,0.7414272501260292,-159290.59,FX Forward,RBC,2020-06-02,CAD,USD,0.7414272474513439,0.7415770585183004,-159290.59,FX Forward,RBC
141,825,2020-06-02,2020-06-17,CAD,USD,0.741369357131561,0.7269026559768494,0.741427249946762,-154211.17,FX Forward,RBC,2020-06-02,CAD,USD,0.7414272474513439,0.7415761450231536,-154211.17,FX Forward,RBC
142,825,2020-06-02,2020-06-17,CAD,USD,0.7413693707533564,0.7269026780406844,0.7414272560258914,-173106.61,FX Forward,RBC,2020-06-02,CAD,USD,0.7414272474513439,0.7415766307481633,-173106.61,FX Forward,RBC
143,825,2020-06-02,2020-06-17,CAD,USD,0.7413694215504761,0.7275108233333126,0.7414272501260292,-159290.59,FX Forward,RBC,2020-06-02,CAD,USD,0.7414272474513439,0.7415764285422553,-159290.59,FX Forward,RBC
144,825,2020-06-02,2020-06-17,CAD,USD,0.7413692756421019,0.7271801848960447,0.7414271806428037,-38674.7,FX Forward,RBC,2020-06-02,CAD,USD,0.7414272474513439,0.7415711929486324,-38674.7,FX Forward,RBC
145,825,2020-06-02,2020-06-17,USD,CAD,0.7413690920871401,0.7249570592043177,0.7414271774221312,34246.58,FX Forward,RBC,2020-06-02,USD,CAD,0.7414272474513439,0.7415722744313269,34246.58,FX Forward,RBC
146,825,2020-06-02,2020-06-17,USD,CAD,0.7413691119716279,0.7240568241737843,0.7414272819643233,34246.57,FX Forward,RBC,2020-06-02,USD,CAD,0.7414272474513439,0.7415736139166049,34246.57,FX Forward,RBC
147,825,2020-06-02,2020-06-17,USD,CAD,0.7413690737382636,0.7236497736157694,0.7414271970690371,31506.85,FX Forward,RBC,2020-06-02,USD,CAD,0.7414272474513439,0.7415736252390908,31506.85,FX Forward,RBC
148,825,2020-06-02,2020-06-17,USD,CAD,0.7413691652162291,0.7240264216426605,0.7414273272138018,20849.13,FX Forward,RBC,2020-06-02,USD,CAD,0.7414272474513439,0.7415763827512195,20849.13,FX Forward,RBC
149,825,2020-06-02,2020-06-17,USD,CAD,0.7413692760426103,0.722995819783184,0.7414270062040713,10624.72,FX Forward,RBC,2020-06-02,USD,CAD,0.7414272474513439,0.7415671087445711,10624.72,FX Forward,RBC
150,825,2020-06-02,2020-06-17,USD,CAD,0.7413691785459383,0.7231662394482962,0.741427174689046,21249.43,FX Forward,RBC,2020-06-02,USD,CAD,0.7414272474513439,0.7415822707731157,21249.43,FX Forward,RBC
151,825,2020-06-02,2020-06-17,USD,CAD,0.7413692159439199,0.72269991606253,0.741427174689046,21249.43,FX Forward,RBC,2020-06-02,USD,CAD,0.7414272474513439,0.7415783123044114,21249.43,FX Forward,RBC
152,825,2020-06-02,2020-06-17,USD,CAD,0.7413691926234708,0.722270337091763,0.7414270887244023,15845.34,FX Forward,RBC,2020-06-02,USD,CAD,0.7414272474513439,0.7415811990523951,15845.34,FX Forward,RBC
153,825,2020-06-02,2020-06-17,USD,CAD,0.7413695091395822,0.7226615581555649,0.7414273690073329,20181.95,FX Forward,RBC,2020-06-02,USD,CAD,0.7414272474513439,0.7415688137787,20181.95,FX Forward,RBC
154,825,2020-06-02,2020-06-17,CAD,USD,0.741367509074191,0.693394721879377,0.7414272512384745,-450000.0,FX Forward,RBC,2020-06-02,CAD,USD,0.7414272474513439,0.7415764675903882,-450000.0,FX Forward,RBC
155,825,2020-06-02,2020-06-17,USD,CAD,0.7413673087151603,0.6902149605473129,0.7414272373154255,80000.0,FX Forward,RBC,2020-06-02,USD,CAD,0.7414272474513439,0.7415763793400885,80000.0,FX Forward,RBC
156,825,2020-06-02,2020-06-17,CAD,USD,0.7413683311432131,0.7082338559863113,0.7414272552164887,-100000.0,FX Forward,RBC,2020-06-02,CAD,USD,0.7414272474513439,0.7415774094566469,-100000.0,FX Forward,RBC
157,825,2020-06-02,2020-06-17,CAD,USD,0.7413686685821665,0.7144388083160678,0.7414272531104811,-170000.0,FX Forward,RBC,2020-06-02,CAD,USD,0.7414272474513439,0.7415762219507057,-170000.0,FX Forward,RBC
158,825,2020-06-02,2020-06-17,CAD,USD,0.741368545435035,0.7167437916123711,0.7414271158879351,-20318.21,FX Forward,RBC,,,,,,,,
159,825,2020-06-02,2020-06-17,CAD,USD,0.7413686476331878,0.7166480787422571,0.7414272102483369,-20318.22,FX Forward,RBC,2020-06-02,CAD,USD,0.7414272474513439,0.7415765542367281,-20318.22,FX Forward,RBC
160,825,2020-06-02,2020-06-17,CAD,USD,0.7413688423635884,0.7168242900364847,0.7414272626854157,-47363.57,FX Forward,RBC,2020-06-02,CAD,USD,0.7414272474513439,0.7415743621390093,-47363.57,FX Forward,RBC
161,825,2020-06-02,2020-06-17,CAD,USD,0.7413690299492597,0.7168339659393083,0.7414273605238811,-22000.0,FX Forward,RBC,2020-06-02,CAD,USD,0.7414272474513439,0.7415802241874099,-22000.0,FX Forward,RBC
162,825,2020-06-02,2020-06-17,CAD,USD,0.7413684001217449,0.7090658186357653,0.7414272596917549,-160000.0,FX Forward,RBC,2020-06-02,CAD,USD,0.7414272474513439,0.7415763305708181,-160000.0,FX Forward,RBC
